query,gene_set,Bhattacharya_ID,blast_hit,evalue,ProteinNames,BiologicalProcess,GOs,CellularComponent,MolecularFunction,short_name
Porites_compressa_HIv1___RNAseq.g21103.t1,"TRP, calcium",,Q9XSM3,4.57e-51,Transient receptor potential cation channel subfamily V member 5 (TrpV5) (Epithelial calcium channel 1) (ECaC1) (Osm-9-like TRP channel 3) (OTRPC3),calcium ion homeostasis [GO:0055074]; calcium ion import across plasma membrane [GO:0098703]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; protein homotetramerization [GO:0051289]; regulation of urine volume [GO:0035809],GO:0005262; GO:0005516; GO:0005886; GO:0006816; GO:0016324; GO:0035809; GO:0042802; GO:0046872; GO:0051289; GO:0055074; GO:0070588; GO:0098703,apical plasma membrane [GO:0016324]; plasma membrane [GO:0005886],calcium channel activity [GO:0005262]; calmodulin binding [GO:0005516]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872],Transient receptor potential cation channel subfamily V member 5
Porites_compressa_HIv1___RNAseq.g21113.t1a,SLC,,Q01827,3.77e-98,Synaptic vesicular amine transporter (Monoamine transporter) (Solute carrier family 18 member 2) (Vesicular amine transporter 2) (VAT2) (Vesicular monoamine transporter 2),aminergic neurotransmitter loading into synaptic vesicle [GO:0015842]; cellular response to ammonium ion [GO:0071242]; cellular response to xenobiotic stimulus [GO:0071466]; endocytic recycling [GO:0032456]; histamine secretion by mast cell [GO:0002553]; histamine uptake [GO:0051615]; insulin secretion [GO:0030073]; locomotory behavior [GO:0007626]; monoamine transport [GO:0015844]; negative regulation of neurotransmitter transport [GO:0051589]; neurotransmitter loading into synaptic vesicle [GO:0098700]; neurotransmitter transport [GO:0006836]; post-embryonic development [GO:0009791]; response to amphetamine [GO:0001975]; response to cocaine [GO:0042220]; response to corticosterone [GO:0051412]; response to herbicide [GO:0009635]; response to metal ion [GO:0010038]; response to starvation [GO:0042594]; response to toxic substance [GO:0009636]; response to xenobiotic stimulus [GO:0009410]; response to zinc ion [GO:0010043]; serotonin secretion by mast cell [GO:0002552]; serotonin uptake [GO:0051610]; somato-dendritic dopamine secretion [GO:0099123],GO:0001975; GO:0002552; GO:0002553; GO:0005275; GO:0005335; GO:0006836; GO:0007626; GO:0008021; GO:0009410; GO:0009635; GO:0009636; GO:0009791; GO:0010038; GO:0010043; GO:0015311; GO:0015842; GO:0015844; GO:0019899; GO:0030073; GO:0030424; GO:0030425; GO:0030667; GO:0030672; GO:0031045; GO:0031072; GO:0032456; GO:0042220; GO:0042594; GO:0042910; GO:0042995; GO:0043025; GO:0043195; GO:0043679; GO:0044297; GO:0051412; GO:0051589; GO:0051610; GO:0051615; GO:0071242; GO:0071466; GO:0098691; GO:0098700; GO:0098794; GO:0098992; GO:0099012; GO:0099123; GO:1901363,axon [GO:0030424]; axon terminus [GO:0043679]; cell body [GO:0044297]; cell projection [GO:0042995]; dendrite [GO:0030425]; dense core granule [GO:0031045]; dopaminergic synapse [GO:0098691]; neuronal cell body [GO:0043025]; neuronal dense core vesicle [GO:0098992]; neuronal dense core vesicle membrane [GO:0099012]; postsynapse [GO:0098794]; secretory granule membrane [GO:0030667]; synaptic vesicle [GO:0008021]; synaptic vesicle membrane [GO:0030672]; terminal bouton [GO:0043195],amine transmembrane transporter activity [GO:0005275]; enzyme binding [GO:0019899]; heat shock protein binding [GO:0031072]; heterocyclic compound binding [GO:1901363]; monoamine:proton antiporter activity [GO:0015311]; serotonin:sodium:chloride symporter activity [GO:0005335]; xenobiotic transmembrane transporter activity [GO:0042910],Synaptic vesicular amine transporter
Porites_compressa_HIv1___RNAseq.g21173.t1,SLC,,Q8K078,6.79e-137,Solute carrier organic anion transporter family member 4A1 (Organic anion-transporting polypeptide E) (OATP-E) (Sodium-independent organic anion transporter E) (Solute carrier family 21 member 12),monoatomic ion transport [GO:0006811]; organic anion transport [GO:0015711],GO:0005886; GO:0006811; GO:0008514; GO:0015132; GO:0015711,plasma membrane [GO:0005886],organic anion transmembrane transporter activity [GO:0008514]; prostaglandin transmembrane transporter activity [GO:0015132],Solute carrier organic anion transporter family member 4A1
Porites_compressa_HIv1___RNAseq.g21383.t1,"TRP, calcium, Bhattacharya2016",TRPA1,Q6RI86,7.3e-140,Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor),calcium ion transmembrane import into cytosol [GO:0097553]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; cell surface receptor signaling pathway [GO:0007166]; cellular response to caffeine [GO:0071313]; cellular response to carbon dioxide [GO:0071244]; cellular response to cold [GO:0070417]; cellular response to food [GO:0071240]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to toxic substance [GO:0097237]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of mechanical stimulus involved in sensory perception [GO:0050974]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; intracellular calcium ion homeostasis [GO:0006874]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of monoatomic anion transport [GO:1903793]; protein homotetramerization [GO:0051289]; regulation of blood circulation [GO:1903522]; regulation of neuronal action potential [GO:0098908]; response to cold [GO:0009409]; response to hydrogen peroxide [GO:0042542]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; sensory perception of pain [GO:0019233]; thermoception [GO:0050955]; urinary bladder smooth muscle contraction [GO:0014832],GO:0005216; GO:0005245; GO:0005262; GO:0005886; GO:0006816; GO:0006874; GO:0007166; GO:0009409; GO:0009410; GO:0014832; GO:0015267; GO:0015278; GO:0016324; GO:0019233; GO:0030424; GO:0032421; GO:0034605; GO:0035774; GO:0042542; GO:0042802; GO:0046872; GO:0048265; GO:0050955; GO:0050966; GO:0050968; GO:0050974; GO:0051289; GO:0070301; GO:0070417; GO:0070588; GO:0071240; GO:0071244; GO:0071313; GO:0097237; GO:0097553; GO:0097604; GO:0098908; GO:1903522; GO:1903793; GO:1990760,apical plasma membrane [GO:0016324]; axon [GO:0030424]; plasma membrane [GO:0005886]; stereocilium bundle [GO:0032421],calcium channel activity [GO:0005262]; channel activity [GO:0015267]; identical protein binding [GO:0042802]; intracellularly gated calcium channel activity [GO:0015278]; metal ion binding [GO:0046872]; monoatomic ion channel activity [GO:0005216]; osmolarity-sensing monoatomic cation channel activity [GO:1990760]; temperature-gated cation channel activity [GO:0097604]; voltage-gated calcium channel activity [GO:0005245],TRPA1
Porites_compressa_HIv1___RNAseq.g21435.t1,SLC,,Q5PQ27,4.43e-111,Mitochondrial coenzyme A transporter SLC25A42 (Solute carrier family 25 member 42),ADP transport [GO:0015866]; AMP transport [GO:0080121]; ATP transport [GO:0015867]; coenzyme A transmembrane transport [GO:0035349],GO:0005347; GO:0005739; GO:0005743; GO:0015217; GO:0015228; GO:0015866; GO:0015867; GO:0035349; GO:0043262; GO:0080121; GO:0080122,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],ADP phosphatase activity [GO:0043262]; ADP transmembrane transporter activity [GO:0015217]; AMP transmembrane transporter activity [GO:0080122]; ATP transmembrane transporter activity [GO:0005347]; coenzyme A transmembrane transporter activity [GO:0015228],Mitochondrial coenzyme A transporter SLC25A42
Porites_compressa_HIv1___RNAseq.g21585.t1,Bhattacharya2016,ANO5,Q75V66,0,Anoctamin-5 (Gnathodiaphyseal dysplasia 1 protein) (Transmembrane protein 16E),chloride transmembrane transport [GO:1902476]; monoatomic ion transmembrane transport [GO:0034220]; plasma membrane repair [GO:0001778],GO:0001778; GO:0005229; GO:0005254; GO:0005789; GO:0005886; GO:0031982; GO:0034220; GO:0046983; GO:1902476,endoplasmic reticulum membrane [GO:0005789]; plasma membrane [GO:0005886]; vesicle [GO:0031982],chloride channel activity [GO:0005254]; intracellularly calcium-gated chloride channel activity [GO:0005229]; protein dimerization activity [GO:0046983],ANO5
Porites_compressa_HIv1___RNAseq.g21604.t1,calcium,,P54131,4.2e-90,Neuronal acetylcholine receptor subunit alpha-7 (nAChR7) (Nicotinic acetylcholine receptor subunit alpha-7),"calcium ion transport [GO:0006816]; chemical synaptic transmission [GO:0007268]; cognition [GO:0050890]; intracellular calcium ion homeostasis [GO:0006874]; monoatomic ion transmembrane transport [GO:0034220]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of tumor necrosis factor production [GO:0032720]; positive regulation of angiogenesis [GO:0045766]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of MAPK cascade [GO:0043410]; regulation of membrane potential [GO:0042391]; response to hypoxia [GO:0001666]; response to nicotine [GO:0035094]; signal transduction [GO:0007165]; synaptic transmission, cholinergic [GO:0007271]",GO:0001540; GO:0001666; GO:0005886; GO:0005892; GO:0006816; GO:0006874; GO:0007165; GO:0007268; GO:0007271; GO:0008284; GO:0015464; GO:0015643; GO:0017081; GO:0022848; GO:0030425; GO:0032720; GO:0034220; GO:0035094; GO:0042166; GO:0042391; GO:0042803; GO:0043005; GO:0043410; GO:0045202; GO:0045211; GO:0045766; GO:0050890; GO:1900016,acetylcholine-gated channel complex [GO:0005892]; dendrite [GO:0030425]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202],acetylcholine binding [GO:0042166]; acetylcholine receptor activity [GO:0015464]; acetylcholine-gated monoatomic cation-selective channel activity [GO:0022848]; amyloid-beta binding [GO:0001540]; chloride channel regulator activity [GO:0017081]; protein homodimerization activity [GO:0042803]; toxic substance binding [GO:0015643],Neuronal acetylcholine receptor subunit alpha-7
Porites_compressa_HIv1___RNAseq.g21605.t1,calcium,,P22770,2.32e-114,Neuronal acetylcholine receptor subunit alpha-7 (nAChR7) (Nicotinic acetylcholine receptor subunit alpha-7),"calcium ion transport [GO:0006816]; chemical synaptic transmission [GO:0007268]; cognition [GO:0050890]; intracellular calcium ion homeostasis [GO:0006874]; monoatomic ion transmembrane transport [GO:0034220]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of tumor necrosis factor production [GO:0032720]; positive regulation of angiogenesis [GO:0045766]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of MAPK cascade [GO:0043410]; regulation of membrane potential [GO:0042391]; response to hypoxia [GO:0001666]; response to nicotine [GO:0035094]; signal transduction [GO:0007165]; synaptic transmission, cholinergic [GO:0007271]",GO:0001540; GO:0001666; GO:0005737; GO:0005886; GO:0005892; GO:0006816; GO:0006874; GO:0007165; GO:0007268; GO:0007271; GO:0008284; GO:0015464; GO:0015643; GO:0017081; GO:0022848; GO:0030424; GO:0030425; GO:0032720; GO:0034220; GO:0035094; GO:0042166; GO:0042391; GO:0042803; GO:0043005; GO:0043204; GO:0043410; GO:0045202; GO:0045211; GO:0045766; GO:0050890; GO:1900016,acetylcholine-gated channel complex [GO:0005892]; axon [GO:0030424]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; neuron projection [GO:0043005]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; synapse [GO:0045202],acetylcholine binding [GO:0042166]; acetylcholine receptor activity [GO:0015464]; acetylcholine-gated monoatomic cation-selective channel activity [GO:0022848]; amyloid-beta binding [GO:0001540]; chloride channel regulator activity [GO:0017081]; protein homodimerization activity [GO:0042803]; toxic substance binding [GO:0015643],Neuronal acetylcholine receptor subunit alpha-7
Porites_compressa_HIv1___RNAseq.g21692.t1,SLC,,Q9H1V8,0,Sodium-dependent neutral amino acid transporter SLC6A17 (Sodium-dependent neurotransmitter transporter NTT4) (Solute carrier family 6 member 17),alanine transport [GO:0032328]; brain development [GO:0007420]; glycine transport [GO:0015816]; L-leucine transport [GO:0015820]; neurotransmitter transport [GO:0006836]; neutral amino acid transport [GO:0015804]; proline transport [GO:0015824]; protein catabolic process [GO:0030163]; sodium ion transmembrane transport [GO:0035725]; transport across blood-brain barrier [GO:0150104],GO:0005886; GO:0006836; GO:0007420; GO:0008021; GO:0015293; GO:0015804; GO:0015816; GO:0015820; GO:0015824; GO:0016020; GO:0030163; GO:0030672; GO:0032328; GO:0035725; GO:0042995; GO:0098794; GO:0098978; GO:0098982; GO:0150104,cell projection [GO:0042995]; GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; membrane [GO:0016020]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; synaptic vesicle [GO:0008021]; synaptic vesicle membrane [GO:0030672],symporter activity [GO:0015293],Sodium-dependent neutral amino acid transporter SLC6A17
Porites_compressa_HIv1___RNAseq.g21693.t1,SLC,,Q5R6J1,0,Sodium-dependent neutral amino acid transporter B(0)AT1 (Solute carrier family 6 member 19) (System B(0) neutral amino acid transporter AT1),sodium ion transmembrane transport [GO:0035725],GO:0015175; GO:0015293; GO:0016324; GO:0031526; GO:0035725,apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526],neutral L-amino acid transmembrane transporter activity [GO:0015175]; symporter activity [GO:0015293],Sodium-dependent neutral amino acid transporter B(0)AT1
Porites_compressa_HIv1___RNAseq.g21839.t1,TRP,,Q9BX84,4.88e-18,"Transient receptor potential cation channel subfamily M member 6 (EC 2.7.11.1) (Channel kinase 2) (Melastatin-related TRP cation channel 6) [Cleaved into: TRPM6 kinase, cleaved form]",calcium ion transmembrane transport [GO:0070588]; magnesium ion transmembrane transport [GO:1903830]; metal ion transport [GO:0030001]; monoatomic cation transmembrane transport [GO:0098655]; protein tetramerization [GO:0051262]; response to toxic substance [GO:0009636],GO:0004674; GO:0005261; GO:0005262; GO:0005524; GO:0005634; GO:0005886; GO:0009636; GO:0015085; GO:0015095; GO:0016324; GO:0030001; GO:0031526; GO:0046872; GO:0051262; GO:0070588; GO:0098655; GO:0106310; GO:1903830,apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; nucleus [GO:0005634]; plasma membrane [GO:0005886],ATP binding [GO:0005524]; calcium channel activity [GO:0005262]; calcium ion transmembrane transporter activity [GO:0015085]; magnesium ion transmembrane transporter activity [GO:0015095]; metal ion binding [GO:0046872]; monoatomic cation channel activity [GO:0005261]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674],Transient receptor potential cation channel subfamily M member 6
Porites_compressa_HIv1___RNAseq.g22167.t1,calcium,,Q00195,3.5e-176,Cyclic nucleotide-gated channel alpha-2 (CNG channel alpha-2) (CNG-2) (CNG2) (Cyclic nucleotide-gated channel alpha 3) (CNCalpha3) (Olfactory cyclic nucleotide-gated channel subunit 1) (OCNC1),calcium ion transport [GO:0006816]; membrane depolarization [GO:0051899]; monoatomic cation transmembrane transport [GO:0098655]; potassium ion transport [GO:0006813]; sensory perception of smell [GO:0007608]; sodium ion transport [GO:0006814],GO:0005216; GO:0005222; GO:0005223; GO:0005249; GO:0005262; GO:0005516; GO:0005886; GO:0006813; GO:0006814; GO:0006816; GO:0007608; GO:0017071; GO:0030552; GO:0030553; GO:0042802; GO:0043204; GO:0044877; GO:0051899; GO:0060170; GO:0098655; GO:0098804,ciliary membrane [GO:0060170]; intracellular cyclic nucleotide activated cation channel complex [GO:0017071]; non-motile cilium membrane [GO:0098804]; perikaryon [GO:0043204]; plasma membrane [GO:0005886],calcium channel activity [GO:0005262]; calmodulin binding [GO:0005516]; cAMP binding [GO:0030552]; cGMP binding [GO:0030553]; identical protein binding [GO:0042802]; intracellularly cAMP-activated cation channel activity [GO:0005222]; intracellularly cGMP-activated cation channel activity [GO:0005223]; monoatomic ion channel activity [GO:0005216]; protein-containing complex binding [GO:0044877]; voltage-gated potassium channel activity [GO:0005249],Cyclic nucleotide-gated channel alpha-2
