query	blast_hit	evalue	ProteinNames	BiologicalProcess	GeneOntologyIDs	CellularComponent	MolecularFunction
Porites_compressa_HIv1___TS.g16391.t1	Q7LHG5	4.31e-06	Transposon Ty3-I Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p52 (IN); Integrase p49 (IN)]	DNA integration [GO:0015074]; DNA recombination [GO:0006310]; proteolysis [GO:0006508]; viral translational frameshifting [GO:0075523]	GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0006508; GO:0008270; GO:0015074; GO:0075523	cytoplasm [GO:0005737]; nucleus [GO:0005634]	aspartic-type endopeptidase activity [GO:0004190]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; RNA binding [GO:0003723]; RNA-directed DNA polymerase activity [GO:0003964]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; zinc ion binding [GO:0008270]
Porites_compressa_HIv1___RNAseq.g34529.t1	P23377	1.58e-90	Furin (EC 3.4.21.75) (Dibasic-processing enzyme) (Paired basic amino acid residue-cleaving enzyme) (PACE) (Prohormone convertase 3)	blastocyst formation [GO:0001825]; cytokine precursor processing [GO:0140447]; dibasic protein processing [GO:0090472]; negative regulation of low-density lipoprotein particle receptor catabolic process [GO:0032804]; negative regulation of transforming growth factor beta1 production [GO:0032911]; nerve growth factor production [GO:0032902]; peptide biosynthetic process [GO:0043043]; peptide hormone processing [GO:0016486]; positive regulation of cell migration [GO:0030335]; positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511]; protein maturation [GO:0051604]; protein processing [GO:0016485]; regulation of cholesterol transport [GO:0032374]; regulation of protein catabolic process [GO:0042176]; regulation of signal transduction [GO:0009966]; secretion by cell [GO:0032940]; signal peptide processing [GO:0006465]; viral life cycle [GO:0019058]; zymogen activation [GO:0031638]	GO:0000139; GO:0001825; GO:0002020; GO:0004175; GO:0004252; GO:0004867; GO:0005576; GO:0005783; GO:0005789; GO:0005796; GO:0005802; GO:0005886; GO:0006465; GO:0008201; GO:0008233; GO:0008236; GO:0009966; GO:0009986; GO:0010008; GO:0016485; GO:0016486; GO:0019058; GO:0030140; GO:0030335; GO:0030511; GO:0031638; GO:0031985; GO:0032374; GO:0032804; GO:0032902; GO:0032911; GO:0032940; GO:0042176; GO:0042277; GO:0043043; GO:0045121; GO:0046872; GO:0048406; GO:0051604; GO:0090472; GO:0140447; GO:1904399	cell surface [GO:0009986]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endosome membrane [GO:0010008]; extracellular region [GO:0005576]; Golgi cisterna [GO:0031985]; Golgi lumen [GO:0005796]; Golgi membrane [GO:0000139]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]; trans-Golgi network transport vesicle [GO:0030140]	endopeptidase activity [GO:0004175]; heparan sulfate binding [GO:1904399]; heparin binding [GO:0008201]; metal ion binding [GO:0046872]; nerve growth factor binding [GO:0048406]; peptidase activity [GO:0008233]; peptide binding [GO:0042277]; protease binding [GO:0002020]; serine-type endopeptidase activity [GO:0004252]; serine-type endopeptidase inhibitor activity [GO:0004867]; serine-type peptidase activity [GO:0008236]
Porites_compressa_HIv1___RNAseq.g38409.t1	Q9VL06	3.71e-18	E3 ubiquitin-protein ligase Ufd4 (EC 2.3.2.26) (Ubiquitin fusion-degradation 4-like)	negative regulation of ERK1 and ERK2 cascade [GO:0070373]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0000209; GO:0005634; GO:0006511; GO:0016607; GO:0032436; GO:0043161; GO:0046872; GO:0061630; GO:0070373	nuclear speck [GO:0016607]; nucleus [GO:0005634]	metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]
Porites_compressa_HIv1___RNAseq.g8693.t1	Q61830	2.04e-14	Macrophage mannose receptor 1 (MMR) (CD antigen CD206)	cellular response to interleukin-4 [GO:0071353]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to type II interferon [GO:0071346]; receptor-mediated endocytosis [GO:0006898]	GO:0004888; GO:0005537; GO:0005886; GO:0006898; GO:0009986; GO:0010008; GO:0038024; GO:0071222; GO:0071346; GO:0071353	cell surface [GO:0009986]; endosome membrane [GO:0010008]; plasma membrane [GO:0005886]	cargo receptor activity [GO:0038024]; D-mannose binding [GO:0005537]; transmembrane signaling receptor activity [GO:0004888]
Porites_compressa_HIv1___TS.g5136.t1	B3EWZ8	1.24e-17	Ectin		GO:0005576	extracellular region [GO:0005576]	
Porites_compressa_HIv1___TS.g25487.t1	Q9DC37	4.89e-50	Lysosomal dipeptide transporter MFSD1 (Major facilitator superfamily domain-containing protein 1)	dipeptide transmembrane transport from lysosomal lumen to cytosol [GO:0141204]; protein localization to lysosome [GO:0061462]; protein stabilization [GO:0050821]	GO:0005764; GO:0005765; GO:0042803; GO:0050821; GO:0061462; GO:0141204; GO:0160178	lysosomal membrane [GO:0005765]; lysosome [GO:0005764]	dipeptide uniporter activity [GO:0160178]; protein homodimerization activity [GO:0042803]
Porites_compressa_HIv1___TS.g35076.t1	P04323	4.94e-69	Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]	DNA integration [GO:0015074]; proteolysis [GO:0006508]	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575	DNA polymerase complex [GO:0042575]	aspartic-type endopeptidase activity [GO:0004190]; endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]
Porites_compressa_HIv1___RNAseq.g3527.t1	Q8K4L0	0	ATP-dependent RNA helicase DDX54 (EC 3.6.4.13) (DEAD box protein 54)	RNA metabolic process [GO:0016070]; RNA processing [GO:0006396]	GO:0003714; GO:0003723; GO:0003724; GO:0005102; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005794; GO:0006396; GO:0016070; GO:0016887; GO:0030331	Golgi apparatus [GO:0005794]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; nuclear estrogen receptor binding [GO:0030331]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]; signaling receptor binding [GO:0005102]; transcription corepressor activity [GO:0003714]
Porites_compressa_HIv1___TS.g36231.t1	Q9L9F3	3.35e-10	8-demethylnovobiocic acid C(8)-methyltransferase (EC 2.1.1.284) (Novobiocin biosynthesis protein O)	methylation [GO:0032259]; novobiocin biosynthetic process [GO:0043642]	GO:0008168; GO:0032259; GO:0043642; GO:0102526		8-demethylnovobiocic acid C8-methyltransferase activity [GO:0102526]; methyltransferase activity [GO:0008168]
Porites_compressa_HIv1___RNAseq.g13871.t1	P0C6U4	3.58e-08	Replicase polyprotein 1a (pp1a) (ORF1a polyprotein) [Cleaved into: Non-structural protein 1 (nsp1) (p28); Non-structural protein 2 (nsp2) (p65); Papain-like protease nsp3 (PL-PRO) (EC 3.4.19.12) (EC 3.4.22.-) (Non-structural protein 3) (nsp3) (PL1-PRO/PL2-PRO) (PL1/PL2) (PL2-PRO) (Papain-like proteinases 1/2) (p210); Non-structural protein 4 (nsp4) (Peptide HD2) (p44); 3C-like proteinase nsp5 (3CL-PRO) (3CLp) (EC 3.4.22.69) (M-PRO) (nsp5) (p27); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7) (p10); Non-structural protein 8 (nsp8) (p22); RNA-capping enzyme subunit nsp9 (Non-structural protein 9) (nsp9) (EC 2.7.7.50) (p12); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL) (p15); Non-structural protein 11 (nsp11)]	methylation [GO:0032259]; proteolysis [GO:0006508]; regulation of autophagy [GO:0010506]; symbiont-mediated activation of host autophagy [GO:0039520]; symbiont-mediated degradation of host mRNA [GO:0039595]; symbiont-mediated perturbation of host ubiquitin-like protein modification [GO:0039648]; symbiont-mediated suppression of host cytoplasmic pattern recognition receptor signaling pathway via inhibition of IRF3 activity [GO:0039548]; symbiont-mediated suppression of host gene expression [GO:0039657]; symbiont-mediated suppression of host ISG15-protein conjugation [GO:0039579]; symbiont-mediated suppression of host type I interferon-mediated signaling pathway [GO:0039502]; viral genome replication [GO:0019079]; viral protein processing [GO:0019082]; viral translational frameshifting [GO:0075523]	GO:0003727; GO:0003968; GO:0004197; GO:0004519; GO:0004843; GO:0006508; GO:0008168; GO:0008242; GO:0008270; GO:0010506; GO:0016020; GO:0019079; GO:0019082; GO:0032259; GO:0033644; GO:0039502; GO:0039520; GO:0039548; GO:0039579; GO:0039595; GO:0039648; GO:0039657; GO:0044220; GO:0075523	host cell membrane [GO:0033644]; host cell perinuclear region of cytoplasm [GO:0044220]; membrane [GO:0016020]	cysteine-type deubiquitinase activity [GO:0004843]; cysteine-type endopeptidase activity [GO:0004197]; endonuclease activity [GO:0004519]; methyltransferase activity [GO:0008168]; omega peptidase activity [GO:0008242]; RNA-directed RNA polymerase activity [GO:0003968]; single-stranded RNA binding [GO:0003727]; zinc ion binding [GO:0008270]
Porites_compressa_HIv1___RNAseq.g25633.t1	Q5U3Q6	4.29e-103	Cdc42-interacting protein 4 homolog (Thyroid receptor-interacting protein 10 homolog)	endocytosis [GO:0006897]; signal transduction [GO:0007165]	GO:0005764; GO:0005856; GO:0005886; GO:0005938; GO:0006897; GO:0007165; GO:0008289	cell cortex [GO:0005938]; cytoskeleton [GO:0005856]; lysosome [GO:0005764]; plasma membrane [GO:0005886]	lipid binding [GO:0008289]
Porites_compressa_HIv1___RNAseq.g1817.t1	O93233	1.77e-06	Phospholipase A2 inhibitor (beta-PLI)		GO:0005576; GO:0019834	extracellular region [GO:0005576]	phospholipase A2 inhibitor activity [GO:0019834]
Porites_compressa_HIv1___TS.g29260.t1	A6QQM4	1.07e-29	Zinc finger protein 474		GO:0008270		zinc ion binding [GO:0008270]
Porites_compressa_HIv1___TS.g7743.t1	P51476	9.11e-13	Pinopsin (Pineal gland-specific opsin) (P-opsin) (Pineal opsin)	light absorption [GO:0016037]; phototransduction [GO:0007602]; visual perception [GO:0007601]	GO:0004930; GO:0007601; GO:0007602; GO:0009881; GO:0016020; GO:0016037	membrane [GO:0016020]	G protein-coupled receptor activity [GO:0004930]; photoreceptor activity [GO:0009881]
Porites_compressa_HIv1___RNAseq.g24072.t1	A0QV10	1.06e-72	Aldo-keto reductase MSMEG_2408/MSMEI_2347 (EC 1.1.1.-)		GO:0004033		aldo-keto reductase (NADPH) activity [GO:0004033]
Porites_compressa_HIv1___RNAseq.g23978.t1	Q6UB98	2.47e-34	Ankyrin repeat domain-containing protein 12 (Ankyrin repeat-containing cofactor 2) (GAC-1 protein)		GO:0005654; GO:0005829	cytosol [GO:0005829]; nucleoplasm [GO:0005654]	
Porites_compressa_HIv1___RNAseq.g32320.t1	Q923Y4	6.43e-11	Trace amine-associated receptor 7h (TaR-7h) (Trace amine receptor 7h) (Trace amine receptor 6) (TaR-6)	G protein-coupled receptor signaling pathway [GO:0007186]	GO:0001594; GO:0005886; GO:0007186	plasma membrane [GO:0005886]	trace-amine receptor activity [GO:0001594]
Porites_compressa_HIv1___RNAseq.g39664.t1	Q6GQ33	4.25e-72	Calmodulin-lysine N-methyltransferase (CLNMT) (CaM KMT) (EC 2.1.1.60)	methylation [GO:0032259]	GO:0005634; GO:0005737; GO:0018025; GO:0032259	cytoplasm [GO:0005737]; nucleus [GO:0005634]	calmodulin-lysine N-methyltransferase activity [GO:0018025]
Porites_compressa_HIv1___RNAseq.g4884.t1	Q8CQD9	9.76e-09	Accumulation-associated protein		GO:0005576	extracellular region [GO:0005576]	
Porites_compressa_HIv1___RNAseq.g32195.t1	Q9GRC0	3.55e-80	Serine/threonine-protein kinase mos (EC 2.7.11.1) (Oocyte maturation factor mos)	female gamete generation [GO:0007292]; female meiosis II [GO:0007147]; negative regulation of mitotic cell cycle [GO:0045930]	GO:0004709; GO:0005524; GO:0007147; GO:0007292; GO:0045930; GO:0106310		ATP binding [GO:0005524]; MAP kinase kinase kinase activity [GO:0004709]; protein serine kinase activity [GO:0106310]
Porites_compressa_HIv1___RNAseq.g9253.t1	Q7D513	5.46e-07	Hercynine oxygenase (EC 1.14.99.50) (Gamma-glutamyl hercynylcysteine S-oxide synthase)		GO:0005506; GO:0044875		gamma-glutamyl hercynylcysteine sulfoxide synthase activity [GO:0044875]; iron ion binding [GO:0005506]
Porites_compressa_HIv1___RNAseq.g21765.t1a	Q9DE27	0	RuvB-like 2 (EC 3.6.4.12) (Reptin)	box C/D snoRNP assembly [GO:0000492]; chromatin remodeling [GO:0006338]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; regulation of transcription by RNA polymerase II [GO:0006357]	GO:0000492; GO:0000812; GO:0003678; GO:0005524; GO:0006281; GO:0006310; GO:0006338; GO:0006357; GO:0016887; GO:0031011; GO:0035267; GO:0071339; GO:0097255; GO:0120293	dynein axonemal particle [GO:0120293]; Ino80 complex [GO:0031011]; MLL1 complex [GO:0071339]; NuA4 histone acetyltransferase complex [GO:0035267]; R2TP complex [GO:0097255]; Swr1 complex [GO:0000812]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA helicase activity [GO:0003678]
Porites_compressa_HIv1___RNAseq.g21765.t1b	O15457	2.21e-157	MutS protein homolog 4 (hMSH4)	female gamete generation [GO:0007292]; homologous chromosome pairing at meiosis [GO:0007129]; mismatch repair [GO:0006298]; ovarian follicle development [GO:0001541]; reciprocal meiotic recombination [GO:0007131]; spermatogenesis [GO:0007283]	GO:0000795; GO:0001541; GO:0003677; GO:0003690; GO:0005524; GO:0005634; GO:0005694; GO:0005713; GO:0006298; GO:0007129; GO:0007131; GO:0007283; GO:0007292; GO:0030983; GO:0140664	chromosome [GO:0005694]; nucleus [GO:0005634]; recombination nodule [GO:0005713]; synaptonemal complex [GO:0000795]	ATP binding [GO:0005524]; ATP-dependent DNA damage sensor activity [GO:0140664]; DNA binding [GO:0003677]; double-stranded DNA binding [GO:0003690]; mismatched DNA binding [GO:0030983]
Porites_compressa_HIv1___RNAseq.g18615.t1	A2VDD2	1.02e-34	Dynein light chain Tctex-type 5-B (Tctex1 domain-containing protein 1-B)	microtubule-based movement [GO:0007018]	GO:0005737; GO:0005868; GO:0007018; GO:0045505	cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]	dynein intermediate chain binding [GO:0045505]
Porites_compressa_HIv1___RNAseq.g3044.t1	P18321	2.82e-46	Profilin	regulation of cellular component organization [GO:0051128]	GO:0003785; GO:0005856; GO:0005938; GO:0051128	cell cortex [GO:0005938]; cytoskeleton [GO:0005856]	actin monomer binding [GO:0003785]
Porites_compressa_HIv1___RNAseq.g22051.t1	Q08877	5.86e-06	Dynamin-3 (EC 3.6.5.5) (Dynamin, testicular) (T-dynamin)	endocytosis [GO:0006897]; filopodium assembly [GO:0046847]; negative regulation of dendritic spine morphogenesis [GO:0061002]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of synaptic vesicle recycling [GO:1903423]; receptor internalization [GO:0031623]; regulation of dendritic spine morphogenesis [GO:0061001]; sperm ejaculation [GO:0042713]; synapse assembly [GO:0007416]; synaptic vesicle budding from presynaptic endocytic zone membrane [GO:0016185]; synaptic vesicle endocytosis [GO:0048488]	GO:0001917; GO:0003924; GO:0005525; GO:0005737; GO:0005794; GO:0005829; GO:0005874; GO:0005886; GO:0006897; GO:0007416; GO:0008017; GO:0014069; GO:0016185; GO:0030424; GO:0031410; GO:0031623; GO:0031798; GO:0031802; GO:0042713; GO:0043083; GO:0043197; GO:0044327; GO:0045202; GO:0046847; GO:0048471; GO:0048488; GO:0050998; GO:0051491; GO:0061001; GO:0061002; GO:0061828; GO:0061829; GO:0098793; GO:0098844; GO:0098978; GO:0099186; GO:0120283; GO:1903423	apical tubulobulbar complex [GO:0061828]; axon [GO:0030424]; basal tubulobulbar complex [GO:0061829]; cytoplasm [GO:0005737]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; dendritic spine [GO:0043197]; dendritic spine head [GO:0044327]; glutamatergic synapse [GO:0098978]; Golgi apparatus [GO:0005794]; microtubule [GO:0005874]; perinuclear region of cytoplasm [GO:0048471]; photoreceptor inner segment [GO:0001917]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic endocytic zone membrane [GO:0098844]; presynapse [GO:0098793]; synapse [GO:0045202]; synaptic cleft [GO:0043083]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; microtubule binding [GO:0008017]; nitric-oxide synthase binding [GO:0050998]; protein serine/threonine kinase binding [GO:0120283]; structural constituent of postsynapse [GO:0099186]; type 1 metabotropic glutamate receptor binding [GO:0031798]; type 5 metabotropic glutamate receptor binding [GO:0031802]
