query	blast_hit	evalue	ProteinNames	BiologicalProcess	GeneOntologyIDs	CellularComponent	MolecularFunction
Pocillopora_acuta_HIv2___RNAseq.g30720.t1	Q7SY23	0	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial (P5C dehydrogenase) (EC 1.2.1.88) (Aldehyde dehydrogenase family 4 member A1) (L-glutamate gamma-semialdehyde dehydrogenase)	proline catabolic process to glutamate [GO:0010133]	GO:0003842; GO:0005759; GO:0010133	mitochondrial matrix [GO:0005759]	1-pyrroline-5-carboxylate dehydrogenase activity [GO:0003842]
Pocillopora_acuta_HIv2___TS.g11070.t1	Q9Z0Y2	8.18e-26	Phospholipase A2 (EC 3.1.1.4) (Group IB phospholipase A2) (PLA2-Ib) (Phosphatidylcholine 2-acylhydrolase 1B)	antibacterial humoral response [GO:0019731]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; arachidonate secretion [GO:0050482]; defense response to Gram-positive bacterium [GO:0050830]; fatty acid biosynthetic process [GO:0006633]; innate immune response in mucosa [GO:0002227]; phosphatidylcholine metabolic process [GO:0046470]; phosphatidylglycerol metabolic process [GO:0046471]; phospholipid catabolic process [GO:0009395]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of podocyte apoptotic process [GO:1904635]	GO:0002227; GO:0004623; GO:0005102; GO:0005509; GO:0005576; GO:0005615; GO:0006633; GO:0009395; GO:0009986; GO:0019731; GO:0032052; GO:0046470; GO:0046471; GO:0047498; GO:0048146; GO:0050482; GO:0050830; GO:0061844; GO:1904635	cell surface [GO:0009986]; extracellular region [GO:0005576]; extracellular space [GO:0005615]	bile acid binding [GO:0032052]; calcium ion binding [GO:0005509]; calcium-dependent phospholipase A2 activity [GO:0047498]; phospholipase A2 activity [GO:0004623]; signaling receptor binding [GO:0005102]
Pocillopora_acuta_HIv2___RNAseq.g13331.t1	A5WUL3	9.96e-66	Mediator of RNA polymerase II transcription subunit 22 (Mediator complex subunit 22) (Surfeit locus protein 5)	regulation of transcription by RNA polymerase II [GO:0006357]	GO:0003712; GO:0006357; GO:0016592	mediator complex [GO:0016592]	transcription coregulator activity [GO:0003712]
Pocillopora_acuta_HIv2___RNAseq.g5801.t1	A8YXY3	4.09e-20	Selenoprotein F		GO:0005788; GO:0016491	endoplasmic reticulum lumen [GO:0005788]	oxidoreductase activity [GO:0016491]
Pocillopora_acuta_HIv2___RNAseq.g22744.t1	A1L1W9	1.02e-75	Monocarboxylate transporter 10 (MCT 10) (Solute carrier family 16 member 10)	aromatic amino acid transport [GO:0015801]; thyroid hormone transport [GO:0070327]	GO:0005302; GO:0005886; GO:0015173; GO:0015192; GO:0015196; GO:0015349; GO:0015801; GO:0016323; GO:0022857; GO:0070327	basolateral plasma membrane [GO:0016323]; plasma membrane [GO:0005886]	aromatic amino acid transmembrane transporter activity [GO:0015173]; L-phenylalanine transmembrane transporter activity [GO:0015192]; L-tryptophan transmembrane transporter activity [GO:0015196]; L-tyrosine transmembrane transporter activity [GO:0005302]; thyroid hormone transmembrane transporter activity [GO:0015349]; transmembrane transporter activity [GO:0022857]
Pocillopora_acuta_HIv2___RNAseq.g17678.t1	Q7RTR2	2.36e-22	NLR family CARD domain-containing protein 3 (CARD15-like protein) (Caterpiller protein 16.2) (CLR16.2) (NACHT, LRR and CARD domains-containing protein 3) (Nucleotide-binding oligomerization domain protein 3)	canonical NF-kappaB signal transduction [GO:0007249]; negative regulation of canonical NF-kappaB signal transduction [GO:0043124]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of inflammatory response [GO:0050728]; negative regulation of innate immune response [GO:0045824]; negative regulation of interferon-alpha production [GO:0032687]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]; negative regulation of non-canonical NF-kappaB signal transduction [GO:1901223]; negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051898]; negative regulation of tumor necrosis factor production [GO:0032720]; T cell activation [GO:0042110]	GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:0051898; GO:1900016; GO:1900226; GO:1901223	centriolar satellite [GO:0034451]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; perinuclear region of cytoplasm [GO:0048471]	ATP binding [GO:0005524]; phosphatidylinositol 3-kinase regulatory subunit binding [GO:0036312]
Pocillopora_acuta_HIv2___TS.g540.t1	Q9VZZ4	2.35e-12	Peroxidasin (EC 1.11.2.-)	basement membrane assembly [GO:0070831]; collagen fibril organization [GO:0030199]; extracellular matrix organization [GO:0030198]; hydrogen peroxide catabolic process [GO:0042744]; phagocytosis [GO:0006909]; response to oxidative stress [GO:0006979]	GO:0004601; GO:0005615; GO:0006909; GO:0006979; GO:0016684; GO:0020037; GO:0030198; GO:0030199; GO:0031012; GO:0042744; GO:0046872; GO:0070831; GO:0140825	extracellular matrix [GO:0031012]; extracellular space [GO:0005615]	heme binding [GO:0020037]; lactoperoxidase activity [GO:0140825]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on peroxide as acceptor [GO:0016684]; peroxidase activity [GO:0004601]
Pocillopora_acuta_HIv2___RNAseq.g16799.t1	Q2LE78	6.16e-42	BTB/POZ domain-containing protein 6	neurogenesis [GO:0022008]	GO:0005829; GO:0022008	cytosol [GO:0005829]	
Pocillopora_acuta_HIv2___RNAseq.g10955.t1	Q2HJ56	2.59e-166	Periodic tryptophan protein 1 homolog	negative regulation of DNA-templated transcription [GO:0045892]; positive regulation of stem cell differentiation [GO:2000738]; positive regulation of transcription of nucleolar large rRNA by RNA polymerase I [GO:1901838]; rRNA processing [GO:0006364]	GO:0005634; GO:0005694; GO:0005730; GO:0005794; GO:0006364; GO:0045892; GO:0140713; GO:1901838; GO:1990889; GO:2000738	chromosome [GO:0005694]; Golgi apparatus [GO:0005794]; nucleolus [GO:0005730]; nucleus [GO:0005634]	histone chaperone activity [GO:0140713]; histone H4K20me3 reader activity [GO:1990889]
Pocillopora_acuta_HIv2___RNAseq.g26554.t1	P21452	4.26e-32	Substance-K receptor (SKR) (NK-2 receptor) (NK-2R) (Neurokinin A receptor) (Tachykinin receptor 2)	intestine smooth muscle contraction [GO:0014827]; muscle contraction [GO:0006936]; negative regulation of luteinizing hormone secretion [GO:0033685]; operant conditioning [GO:0035106]; positive regulation of acetylcholine secretion, neurotransmission [GO:0014057]; positive regulation of flagellated sperm motility [GO:1902093]; positive regulation of monoatomic ion transport [GO:0043270]; positive regulation of smooth muscle contraction [GO:0045987]; positive regulation of uterine smooth muscle contraction [GO:0070474]; positive regulation of vascular permeability [GO:0043117]; prolactin secretion [GO:0070459]; response to electrical stimulus [GO:0051602]; tachykinin receptor signaling pathway [GO:0007217]	GO:0004995; GO:0005886; GO:0006936; GO:0007217; GO:0014057; GO:0014827; GO:0016497; GO:0033685; GO:0035106; GO:0036126; GO:0043117; GO:0043270; GO:0045987; GO:0051602; GO:0061827; GO:0070459; GO:0070474; GO:0097225; GO:1902093	plasma membrane [GO:0005886]; sperm flagellum [GO:0036126]; sperm head [GO:0061827]; sperm midpiece [GO:0097225]	substance K receptor activity [GO:0016497]; tachykinin receptor activity [GO:0004995]
Pocillopora_acuta_HIv2___RNAseq.g18888.t1	Q80TR8	7.06e-18	DDB1- and CUL4-associated factor 1 (Serine/threonine-protein kinase VPRBP) (EC 2.7.11.1)	B cell differentiation [GO:0030183]; cell competition in a multicellular organism [GO:0035212]; negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of protein catabolic process [GO:0045732]; post-translational protein modification [GO:0043687]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination [GO:0016567]; V(D)J recombination [GO:0033151]	GO:0000122; GO:0001650; GO:0005524; GO:0005654; GO:0005737; GO:0005813; GO:0008180; GO:0016567; GO:0030183; GO:0030331; GO:0033151; GO:0035212; GO:0043161; GO:0043687; GO:0045732; GO:0080008; GO:0106310; GO:1990244; GO:1990756	centrosome [GO:0005813]; COP9 signalosome [GO:0008180]; Cul4-RING E3 ubiquitin ligase complex [GO:0080008]; cytoplasm [GO:0005737]; fibrillar center [GO:0001650]; nucleoplasm [GO:0005654]	ATP binding [GO:0005524]; histone H2AT120 kinase activity [GO:1990244]; nuclear estrogen receptor binding [GO:0030331]; protein serine kinase activity [GO:0106310]; ubiquitin-like ligase-substrate adaptor activity [GO:1990756]
Pocillopora_acuta_HIv2___RNAseq.g19367.t1	Q9WU20	0	Methylenetetrahydrofolate reductase (NADPH) (EC 1.5.1.53)	methionine biosynthetic process [GO:0009086]; tetrahydrofolate interconversion [GO:0035999]	GO:0004489; GO:0005829; GO:0009086; GO:0035999; GO:0106313	cytosol [GO:0005829]	methylenetetrahydrofolate reductase (NAD(P)H) activity [GO:0004489]; methylenetetrahydrofolate reductase (NADPH) activity [GO:0106313]
Pocillopora_acuta_HIv2___RNAseq.g25161.t1	Q9Y3B7	8.72e-55	Large ribosomal subunit protein uL11m (39S ribosomal protein L11, mitochondrial) (L11mt) (MRP-L11)	mitochondrial translation [GO:0032543]; translation [GO:0006412]	GO:0003723; GO:0003735; GO:0005739; GO:0005743; GO:0005761; GO:0005762; GO:0006412; GO:0032543; GO:0070180	mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739]	large ribosomal subunit rRNA binding [GO:0070180]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
Pocillopora_acuta_HIv2___RNAseq.g28848.t1	Q3URQ0	2.81e-66	Testis-expressed protein 10		GO:0005730; GO:0005739; GO:0071339	mitochondrion [GO:0005739]; MLL1 complex [GO:0071339]; nucleolus [GO:0005730]	
Pocillopora_acuta_HIv2___RNAseq.g29123.t1	A0A0B4K7J2	3.8e-69	E3 SUMO-protein ligase RanBP2 (EC 2.3.2.-) (358 kDa nucleoporin) (Nuclear pore complex protein Nup358)	germ cell development [GO:0007281]; juvenile hormone mediated signaling pathway [GO:0035626]; mRNA transport [GO:0051028]; NLS-bearing protein import into nucleus [GO:0006607]; nuclear pore complex assembly [GO:0051292]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of gene expression [GO:0010628]; positive regulation of protein localization to nucleus [GO:1900182]; positive regulation of RNA export from nucleus [GO:0046833]; protein import into nucleus [GO:0006606]; regulation of protein localization [GO:0032880]; ventral cord development [GO:0007419]	GO:0005642; GO:0005643; GO:0005737; GO:0006606; GO:0006607; GO:0007281; GO:0007419; GO:0008270; GO:0008284; GO:0010628; GO:0019789; GO:0032880; GO:0035626; GO:0046833; GO:0051028; GO:0051292; GO:1900182	annulate lamellae [GO:0005642]; cytoplasm [GO:0005737]; nuclear pore [GO:0005643]	SUMO transferase activity [GO:0019789]; zinc ion binding [GO:0008270]
Pocillopora_acuta_HIv2___RNAseq.g30896.t1	E9PZ19	2.16e-13	Protein turtle homolog B (Immunoglobulin superfamily member 9B)	homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; nervous system development [GO:0007399]; positive regulation of inhibitory postsynaptic potential [GO:0097151]; synaptic membrane adhesion [GO:0099560]	GO:0007156; GO:0007399; GO:0014069; GO:0019900; GO:0030425; GO:0043025; GO:0045211; GO:0060077; GO:0097151; GO:0098982; GO:0099560	dendrite [GO:0030425]; GABA-ergic synapse [GO:0098982]; inhibitory synapse [GO:0060077]; neuronal cell body [GO:0043025]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]	kinase binding [GO:0019900]
Pocillopora_acuta_HIv2___TS.g30325.t1	A7SLX5	1.3e-91	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1 (EC 2.5.1.108) (Diphthamide biosynthesis protein 1) (Diphtheria toxin resistance protein 1) (S-adenosyl-L-methionine:L-histidine 3-amino-3-carboxypropyltransferase 1)	protein histidyl modification to diphthamide [GO:0017183]	GO:0017183; GO:0046872; GO:0051539; GO:0090560; GO:0120513	2-(3-amino-3-carboxypropyl)histidine synthase complex [GO:0120513]	2-(3-amino-3-carboxypropyl)histidine synthase activity [GO:0090560]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]
Pocillopora_acuta_HIv2___RNAseq.g6516.t1	Q6BZW3	1.95e-21	Protein BTN1	L-arginine transmembrane transport [GO:1903826]; lysine transport [GO:0015819]; regulation of intracellular pH [GO:0051453]	GO:0000324; GO:0005773; GO:0005774; GO:0015819; GO:0022857; GO:0051453; GO:1903826	fungal-type vacuole [GO:0000324]; vacuolar membrane [GO:0005774]; vacuole [GO:0005773]	transmembrane transporter activity [GO:0022857]
Pocillopora_acuta_HIv2___RNAseq.g20831.t1	Q9UBH6	2.14e-104	Solute carrier family 53 member 1 (Phosphate exporter SLC53A1) (Protein SYG1 homolog) (Xenotropic and polytropic murine leukemia virus receptor X3) (X-receptor) (Xenotropic and polytropic retrovirus receptor 1)	cellular response to phosphate starvation [GO:0016036]; intracellular phosphate ion homeostasis [GO:0030643]; phosphate ion transmembrane transport [GO:0035435]; phosphate ion transport [GO:0006817]; response to virus [GO:0009615]	GO:0000822; GO:0001618; GO:0005315; GO:0005886; GO:0006817; GO:0009615; GO:0015562; GO:0016036; GO:0030643; GO:0035435	plasma membrane [GO:0005886]	efflux transmembrane transporter activity [GO:0015562]; inositol hexakisphosphate binding [GO:0000822]; phosphate transmembrane transporter activity [GO:0005315]; virus receptor activity [GO:0001618]
Pocillopora_acuta_HIv2___RNAseq.g4213.t1	Q8CBH5	2.64e-25	Major facilitator superfamily domain-containing protein 6 (Macrophage MHC class I receptor 2)	adaptive immune response [GO:0002250]; antigen processing and presentation of exogenous peptide antigen via MHC class I [GO:0042590]	GO:0002250; GO:0005886; GO:0032393; GO:0042288; GO:0042590	plasma membrane [GO:0005886]	MHC class I protein binding [GO:0042288]; MHC class I receptor activity [GO:0032393]
Pocillopora_acuta_HIv2___RNAseq.22529_t	Q55E58	4e-19	Probable serine/threonine-protein kinase pats1 (EC 2.7.11.1) (Protein associated with the transduction of signal 1)	cheating during chimeric sorocarp development [GO:0099139]; mitotic cytokinesis [GO:0000281]; phosphatidylinositol dephosphorylation [GO:0046856]	GO:0000281; GO:0004438; GO:0004674; GO:0004721; GO:0005524; GO:0005525; GO:0005737; GO:0005829; GO:0016020; GO:0042641; GO:0046856; GO:0099139; GO:0106310	actomyosin [GO:0042641]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]	ATP binding [GO:0005524]; GTP binding [GO:0005525]; phosphatidylinositol-3-phosphate phosphatase activity [GO:0004438]; phosphoprotein phosphatase activity [GO:0004721]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]
Pocillopora_acuta_HIv2___TS.g27977.t1	Q1PRL4	1.16e-12	E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)	fibroblast growth factor receptor signaling pathway [GO:0008543]; G1/S transition of mitotic cell cycle [GO:0000082]; miRNA-mediated gene silencing by inhibition of translation [GO:0035278]; neural tube development [GO:0021915]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein autoubiquitination [GO:0051865]; protein polyubiquitination [GO:0000209]; regulation of neural precursor cell proliferation [GO:2000177]; stem cell proliferation [GO:0072089]	GO:0000082; GO:0000209; GO:0000932; GO:0004842; GO:0008270; GO:0008543; GO:0021915; GO:0035198; GO:0035278; GO:0043161; GO:0051865; GO:0061630; GO:0072089; GO:2000177	P-body [GO:0000932]	miRNA binding [GO:0035198]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
Pocillopora_acuta_HIv2___RNAseq.g22746.t1	Q60803	6.36e-122	TNF receptor-associated factor 3 (EC 2.3.2.27) (CD40 receptor-associated factor 1) (CRAF1) (CD40-binding protein) (CD40BP) (RING-type E3 ubiquitin transferase TRAF3)	apoptotic process [GO:0006915]; innate immune response [GO:0045087]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; positive regulation of type I interferon production [GO:0032481]; regulation of apoptotic process [GO:0042981]; regulation of cytokine production [GO:0001817]; regulation of defense response to virus [GO:0050688]; regulation of interferon-beta production [GO:0032648]; regulation of proteolysis [GO:0030162]; Toll signaling pathway [GO:0008063]; toll-like receptor 4 signaling pathway [GO:0034142]; toll-like receptor signaling pathway [GO:0002224]; tumor necrosis factor-mediated signaling pathway [GO:0033209]	GO:0001817; GO:0002224; GO:0005164; GO:0005739; GO:0006915; GO:0008063; GO:0008270; GO:0009898; GO:0010008; GO:0019901; GO:0019903; GO:0030162; GO:0031625; GO:0031996; GO:0032088; GO:0032481; GO:0032648; GO:0033209; GO:0034142; GO:0035631; GO:0042802; GO:0042981; GO:0045087; GO:0050688; GO:0061630	CD40 receptor complex [GO:0035631]; cytoplasmic side of plasma membrane [GO:0009898]; endosome membrane [GO:0010008]; mitochondrion [GO:0005739]	identical protein binding [GO:0042802]; protein kinase binding [GO:0019901]; protein phosphatase binding [GO:0019903]; thioesterase binding [GO:0031996]; tumor necrosis factor receptor binding [GO:0005164]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin protein ligase binding [GO:0031625]; zinc ion binding [GO:0008270]
