query,gene_set,Bhattacharya_ID,blast_hit,evalue,ProteinNames,BiologicalProcess,GOs,CellularComponent,MolecularFunction,short_name
Pocillopora_acuta_HIv2___RNAseq.g9547.t1,Bhattacharya2016,HSPA6,P63018,0,Heat shock cognate 71 kDa protein (EC 3.6.4.10) (Heat shock 70 kDa protein 8),"ATP metabolic process [GO:0046034]; axo-dendritic transport [GO:0008088]; cellular response to cadmium ion [GO:0071276]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cerebellum development [GO:0021549]; chaperone cofactor-dependent protein refolding [GO:0051085]; chaperone-mediated autophagy [GO:0061684]; chaperone-mediated autophagy translocation complex disassembly [GO:1904764]; chaperone-mediated protein folding [GO:0061077]; clathrin coat disassembly [GO:0072318]; estrous cycle [GO:0044849]; forebrain development [GO:0030900]; G1/S transition of mitotic cell cycle [GO:0000082]; kidney development [GO:0001822]; late endosomal microautophagy [GO:0061738]; maintenance of postsynaptic specialization structure [GO:0098880]; modulation by host of viral process [GO:0044788]; mRNA processing [GO:0006397]; negative regulation of cardiac muscle cell apoptotic process [GO:0010667]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]; negative regulation of supramolecular fiber organization [GO:1902904]; positive regulation by host of viral genome replication [GO:0044829]; positive regulation of cell migration [GO:0030335]; positive regulation of gene expression [GO:0010628]; positive regulation of lysosomal membrane permeability [GO:0097214]; positive regulation of mRNA splicing, via spliceosome [GO:0048026]; positive regulation of phagocytosis [GO:0050766]; positive regulation of protein refolding [GO:1904592]; positive regulation of proteolysis [GO:0045862]; positive regulation of T cell mediated cytotoxicity [GO:0001916]; protein folding [GO:0006457]; protein import into nucleus [GO:0006606]; protein refolding [GO:0042026]; protein targeting to lysosome involved in chaperone-mediated autophagy [GO:0061740]; protein transmembrane import into intracellular organelle [GO:0044743]; protein-containing complex disassembly [GO:0032984]; regulation of cell cycle [GO:0051726]; regulation of postsynapse organization [GO:0099175]; regulation of protein complex stability [GO:0061635]; regulation of protein stability [GO:0031647]; response to activity [GO:0014823]; response to estradiol [GO:0032355]; response to ethanol [GO:0045471]; response to nickel cation [GO:0010045]; response to odorant [GO:1990834]; response to progesterone [GO:0032570]; response to starvation [GO:0042594]; response to xenobiotic stimulus [GO:0009410]; RNA splicing [GO:0008380]; skeletal muscle tissue development [GO:0007519]; slow axonal transport [GO:1990832]",GO:0000082; GO:0000974; GO:0001664; GO:0001786; GO:0001822; GO:0001916; GO:0001917; GO:0003723; GO:0005102; GO:0005524; GO:0005615; GO:0005634; GO:0005681; GO:0005730; GO:0005737; GO:0005765; GO:0005770; GO:0005776; GO:0005829; GO:0005874; GO:0005882; GO:0005886; GO:0006397; GO:0006457; GO:0006606; GO:0007519; GO:0008021; GO:0008088; GO:0008380; GO:0009410; GO:0009986; GO:0010045; GO:0010628; GO:0010667; GO:0014069; GO:0014823; GO:0016887; GO:0019899; GO:0021549; GO:0030335; GO:0030424; GO:0030425; GO:0030674; GO:0030900; GO:0031072; GO:0031625; GO:0031647; GO:0031686; GO:0032279; GO:0032355; GO:0032570; GO:0032984; GO:0032991; GO:0034605; GO:0042026; GO:0042277; GO:0042470; GO:0042594; GO:0043025; GO:0043195; GO:0043197; GO:0043198; GO:0043202; GO:0043204; GO:0043531; GO:0044183; GO:0044309; GO:0044743; GO:0044788; GO:0044829; GO:0044849; GO:0045471; GO:0045862; GO:0045892; GO:0046034; GO:0048018; GO:0048026; GO:0048471; GO:0050766; GO:0051082; GO:0051085; GO:0051087; GO:0051726; GO:0055131; GO:0061077; GO:0061635; GO:0061684; GO:0061738; GO:0061740; GO:0070062; GO:0070301; GO:0071276; GO:0072318; GO:0097214; GO:0098684; GO:0098690; GO:0098793; GO:0098794; GO:0098880; GO:0098978; GO:0099175; GO:0099634; GO:0101031; GO:0140545; GO:0140662; GO:1900226; GO:1902904; GO:1904592; GO:1904593; GO:1904764; GO:1990832; GO:1990833; GO:1990834; GO:1990836; GO:1990904,asymmetric synapse [GO:0032279]; autophagosome [GO:0005776]; axon [GO:0030424]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; dendritic shaft [GO:0043198]; dendritic spine [GO:0043197]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]; glycinergic synapse [GO:0098690]; intermediate filament [GO:0005882]; late endosome [GO:0005770]; lysosomal lumen [GO:0043202]; lysosomal matrix [GO:1990836]; lysosomal membrane [GO:0005765]; melanosome [GO:0042470]; microtubule [GO:0005874]; neuron spine [GO:0044309]; neuronal cell body [GO:0043025]; nucleolus [GO:0005730]; nucleus [GO:0005634]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; photoreceptor inner segment [GO:0001917]; photoreceptor ribbon synapse [GO:0098684]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; postsynaptic density [GO:0014069]; postsynaptic specialization membrane [GO:0099634]; presynapse [GO:0098793]; protein folding chaperone complex [GO:0101031]; protein-containing complex [GO:0032991]; Prp19 complex [GO:0000974]; ribonucleoprotein complex [GO:1990904]; spliceosomal complex [GO:0005681]; synaptic vesicle [GO:0008021]; terminal bouton [GO:0043195],A1 adenosine receptor binding [GO:0031686]; ADP binding [GO:0043531]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent protein disaggregase activity [GO:0140545]; ATP-dependent protein folding chaperone [GO:0140662]; C3HC4-type RING finger domain binding [GO:0055131]; clathrin-uncoating ATPase activity [GO:1990833]; enzyme binding [GO:0019899]; G protein-coupled receptor binding [GO:0001664]; heat shock protein binding [GO:0031072]; peptide binding [GO:0042277]; phosphatidylserine binding [GO:0001786]; prostaglandin binding [GO:1904593]; protein folding chaperone [GO:0044183]; protein-folding chaperone binding [GO:0051087]; protein-macromolecule adaptor activity [GO:0030674]; receptor ligand activity [GO:0048018]; RNA binding [GO:0003723]; signaling receptor binding [GO:0005102]; ubiquitin protein ligase binding [GO:0031625]; unfolded protein binding [GO:0051082],HSPA6
Pocillopora_acuta_HIv2___RNAseq.g9581.t1,SLC,,A1L1W9,6.96e-69,Monocarboxylate transporter 10 (MCT 10) (Solute carrier family 16 member 10),aromatic amino acid transport [GO:0015801]; thyroid hormone transport [GO:0070327],GO:0005302; GO:0005886; GO:0015173; GO:0015192; GO:0015196; GO:0015349; GO:0015801; GO:0016323; GO:0022857; GO:0070327,basolateral plasma membrane [GO:0016323]; plasma membrane [GO:0005886],aromatic amino acid transmembrane transporter activity [GO:0015173]; L-phenylalanine transmembrane transporter activity [GO:0015192]; L-tryptophan transmembrane transporter activity [GO:0015196]; L-tyrosine transmembrane transporter activity [GO:0005302]; thyroid hormone transmembrane transporter activity [GO:0015349]; transmembrane transporter activity [GO:0022857],Monocarboxylate transporter 10
Pocillopora_acuta_HIv2___RNAseq.g9582.t1,SLC,,A1L1W9,3.77e-71,Monocarboxylate transporter 10 (MCT 10) (Solute carrier family 16 member 10),aromatic amino acid transport [GO:0015801]; thyroid hormone transport [GO:0070327],GO:0005302; GO:0005886; GO:0015173; GO:0015192; GO:0015196; GO:0015349; GO:0015801; GO:0016323; GO:0022857; GO:0070327,basolateral plasma membrane [GO:0016323]; plasma membrane [GO:0005886],aromatic amino acid transmembrane transporter activity [GO:0015173]; L-phenylalanine transmembrane transporter activity [GO:0015192]; L-tryptophan transmembrane transporter activity [GO:0015196]; L-tyrosine transmembrane transporter activity [GO:0005302]; thyroid hormone transmembrane transporter activity [GO:0015349]; transmembrane transporter activity [GO:0022857],Monocarboxylate transporter 10
Pocillopora_acuta_HIv2___RNAseq.g9583.t1,SLC,,A1L1W9,1.38e-64,Monocarboxylate transporter 10 (MCT 10) (Solute carrier family 16 member 10),aromatic amino acid transport [GO:0015801]; thyroid hormone transport [GO:0070327],GO:0005302; GO:0005886; GO:0015173; GO:0015192; GO:0015196; GO:0015349; GO:0015801; GO:0016323; GO:0022857; GO:0070327,basolateral plasma membrane [GO:0016323]; plasma membrane [GO:0005886],aromatic amino acid transmembrane transporter activity [GO:0015173]; L-phenylalanine transmembrane transporter activity [GO:0015192]; L-tryptophan transmembrane transporter activity [GO:0015196]; L-tyrosine transmembrane transporter activity [GO:0005302]; thyroid hormone transmembrane transporter activity [GO:0015349]; transmembrane transporter activity [GO:0022857],Monocarboxylate transporter 10
Pocillopora_acuta_HIv2___RNAseq.g9584.t1,SLC,,Q7RTX9,1.77e-19,Monocarboxylate transporter 14 (MCT 14) (Solute carrier family 16 member 14),carboxylic acid transmembrane transport [GO:1905039],GO:0005886; GO:0008028; GO:0015293; GO:1905039,plasma membrane [GO:0005886],monocarboxylic acid transmembrane transporter activity [GO:0008028]; symporter activity [GO:0015293],Monocarboxylate transporter 14
Pocillopora_acuta_HIv2___RNAseq.g9609.t1,SLC,,G8XYX6,3.33e-69,Monocarboxylate transporter 8 (MCT 8) (Solute carrier family 16 member 2),brain development [GO:0007420]; central nervous system development [GO:0007417]; chordate embryonic development [GO:0043009]; locomotion [GO:0040011]; neuron differentiation [GO:0030182]; oligodendrocyte differentiation [GO:0048709]; optomotor response [GO:0071632]; regulation of thyroid hormone generation [GO:2000609]; Schwann cell differentiation [GO:0014037]; spinal cord development [GO:0021510]; spinal cord oligodendrocyte cell differentiation [GO:0021529]; thyroid gland development [GO:0030878]; thyroid hormone transport [GO:0070327]; transmission of nerve impulse [GO:0019226],GO:0005886; GO:0007417; GO:0007420; GO:0014037; GO:0015349; GO:0016324; GO:0019226; GO:0021510; GO:0021529; GO:0030182; GO:0030878; GO:0040011; GO:0043009; GO:0048709; GO:0070324; GO:0070327; GO:0071632; GO:2000609,apical plasma membrane [GO:0016324]; plasma membrane [GO:0005886],thyroid hormone binding [GO:0070324]; thyroid hormone transmembrane transporter activity [GO:0015349],Monocarboxylate transporter 8
Pocillopora_acuta_HIv2___RNAseq.g9746.t1,SLC,,Q9PUB8,9.23e-89,"Zinc transporter Slc39a7 (Histidine-rich membrane protein Ke4) (Solute carrier family 39 member 7) (Zrt-, Irt-like protein 7) (ZIP7)",B cell differentiation [GO:0030183]; intracellular zinc ion homeostasis [GO:0006882]; regulation of ferroptosis [GO:0110075]; skin epidermis development [GO:0098773]; zinc ion transmembrane transport [GO:0071577]; zinc ion transport [GO:0006829],GO:0005385; GO:0005789; GO:0005794; GO:0006829; GO:0006882; GO:0030183; GO:0071577; GO:0098773; GO:0110075,endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794],zinc ion transmembrane transporter activity [GO:0005385],Zinc transporter Slc39a7
Pocillopora_acuta_HIv2___RNAseq.g978.t1,SLC,,Q2M3R5,1.23e-45,Solute carrier family 35 member G1 (Partner of STIM1) (Transmembrane protein 20),calcium ion export across plasma membrane [GO:1990034]; regulation of cytosolic calcium ion concentration [GO:0051480],GO:0005789; GO:0005886; GO:0051480; GO:1990034,endoplasmic reticulum membrane [GO:0005789]; plasma membrane [GO:0005886],,Solute carrier family 35 member G1
Pocillopora_acuta_HIv2___RNAseq.g9847.t1,SLC,,Q6GM59,3.61e-39,Monocarboxylate transporter 12 (MCT 12) (Solute carrier family 16 member 12),creatine transmembrane transport [GO:0015881]; creatinine metabolic process [GO:0046449],GO:0005308; GO:0005886; GO:0015292; GO:0015881; GO:0016323; GO:0022857; GO:0046449,basolateral plasma membrane [GO:0016323]; plasma membrane [GO:0005886],creatine transmembrane transporter activity [GO:0005308]; transmembrane transporter activity [GO:0022857]; uniporter activity [GO:0015292],Monocarboxylate transporter 12
Pocillopora_acuta_HIv2___RNAseq.g9853.t1,SLC,,Q8K1P8,5.68e-7,Monocarboxylate transporter 8 (MCT 8) (Solute carrier family 16 member 2),amino acid import across plasma membrane [GO:0089718]; amino acid metabolic process [GO:0006520]; hormone transport [GO:0009914]; negative regulation of neural precursor cell proliferation [GO:2000178]; thyroid hormone generation [GO:0006590]; thyroid hormone metabolic process [GO:0042403]; thyroid hormone transport [GO:0070327]; thyroid-stimulating hormone secretion [GO:0070460]; transport across blood-brain barrier [GO:0150104],GO:0005886; GO:0006520; GO:0006590; GO:0009914; GO:0015171; GO:0015349; GO:0016324; GO:0042403; GO:0042802; GO:0070327; GO:0070460; GO:0089718; GO:0150104; GO:2000178,apical plasma membrane [GO:0016324]; plasma membrane [GO:0005886],amino acid transmembrane transporter activity [GO:0015171]; identical protein binding [GO:0042802]; thyroid hormone transmembrane transporter activity [GO:0015349],Monocarboxylate transporter 8
Pocillopora_acuta_HIv2___RNAseq.g9855.t1,SLC,,Q8K1P8,8.05e-18,Monocarboxylate transporter 8 (MCT 8) (Solute carrier family 16 member 2),amino acid import across plasma membrane [GO:0089718]; amino acid metabolic process [GO:0006520]; hormone transport [GO:0009914]; negative regulation of neural precursor cell proliferation [GO:2000178]; thyroid hormone generation [GO:0006590]; thyroid hormone metabolic process [GO:0042403]; thyroid hormone transport [GO:0070327]; thyroid-stimulating hormone secretion [GO:0070460]; transport across blood-brain barrier [GO:0150104],GO:0005886; GO:0006520; GO:0006590; GO:0009914; GO:0015171; GO:0015349; GO:0016324; GO:0042403; GO:0042802; GO:0070327; GO:0070460; GO:0089718; GO:0150104; GO:2000178,apical plasma membrane [GO:0016324]; plasma membrane [GO:0005886],amino acid transmembrane transporter activity [GO:0015171]; identical protein binding [GO:0042802]; thyroid hormone transmembrane transporter activity [GO:0015349],Monocarboxylate transporter 8
Pocillopora_acuta_HIv2___RNAseq.g9859.t1,SLC,,G5E8K6,3.23e-6,Monocarboxylate transporter 6 (MCT 6) (Monocarboxylate transporter 5) (MCT 5) (Solute carrier family 16 member 5),,GO:0005886; GO:0015293,plasma membrane [GO:0005886],symporter activity [GO:0015293],Monocarboxylate transporter 6
Pocillopora_acuta_HIv2___RNAseq.g9961.t1,Bhattacharya2016,CFTR,O15439,0,ATP-binding cassette sub-family C member 4 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B) (Multidrug resistance-associated protein 4),bile acid and bile salt transport [GO:0015721]; cAMP transport [GO:0070730]; cilium assembly [GO:0060271]; export across plasma membrane [GO:0140115]; leukotriene transport [GO:0071716]; platelet degranulation [GO:0002576]; prostaglandin secretion [GO:0032310]; prostaglandin transport [GO:0015732]; transmembrane transport [GO:0055085]; transport across blood-brain barrier [GO:0150104]; urate transport [GO:0015747]; xenobiotic metabolic process [GO:0006805]; xenobiotic transmembrane transport [GO:0006855],GO:0001409; GO:0002576; GO:0005524; GO:0005730; GO:0005794; GO:0005886; GO:0006805; GO:0006855; GO:0008559; GO:0015132; GO:0015143; GO:0015216; GO:0015431; GO:0015432; GO:0015562; GO:0015721; GO:0015732; GO:0015747; GO:0016020; GO:0016323; GO:0016324; GO:0016404; GO:0016887; GO:0031088; GO:0032310; GO:0034634; GO:0042626; GO:0042910; GO:0043225; GO:0043231; GO:0055085; GO:0060271; GO:0070730; GO:0071716; GO:0098591; GO:0140115; GO:0140359; GO:0150104,apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; external side of apical plasma membrane [GO:0098591]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]; platelet dense granule membrane [GO:0031088],15-hydroxyprostaglandin dehydrogenase (NAD+) activity [GO:0016404]; ABC-type bile acid transporter activity [GO:0015432]; ABC-type glutathione S-conjugate transporter activity [GO:0015431]; ABC-type transporter activity [GO:0140359]; ABC-type xenobiotic transporter activity [GO:0008559]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled inorganic anion transmembrane transporter activity [GO:0043225]; ATPase-coupled transmembrane transporter activity [GO:0042626]; efflux transmembrane transporter activity [GO:0015562]; glutathione transmembrane transporter activity [GO:0034634]; guanine nucleotide transmembrane transporter activity [GO:0001409]; prostaglandin transmembrane transporter activity [GO:0015132]; purine nucleotide transmembrane transporter activity [GO:0015216]; urate transmembrane transporter activity [GO:0015143]; xenobiotic transmembrane transporter activity [GO:0042910],CFTR
Pocillopora_acuta_HIv2___TS.10927_t,SLC,,E7EXX2,0,Solute carrier family 41 member 1,chordate embryonic development [GO:0043009]; magnesium ion homeostasis [GO:0010960]; pronephros development [GO:0048793],GO:0005886; GO:0010960; GO:0016323; GO:0043009; GO:0048793; GO:0061768,basolateral plasma membrane [GO:0016323]; plasma membrane [GO:0005886],magnesium:sodium antiporter activity [GO:0061768],Solute carrier family 41 member 1
Pocillopora_acuta_HIv2___TS.g10013.t3,calcium,,Q5R4U9,1.08e-74,Sorcin,calcium ion transport [GO:0006816]; negative regulation of cardiac muscle contraction [GO:0055118]; negative regulation of heart rate [GO:0010459]; positive regulation of release of sequestered calcium ion into cytosol [GO:0051281]; regulation of cardiac muscle cell contraction [GO:0086004]; regulation of cell communication by electrical coupling involved in cardiac conduction [GO:1901844]; regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0061178]; regulation of relaxation of muscle [GO:1901077]; regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum [GO:0010880],GO:0002020; GO:0005509; GO:0005654; GO:0005829; GO:0005886; GO:0006816; GO:0010459; GO:0010880; GO:0030018; GO:0033017; GO:0042584; GO:0046982; GO:0051281; GO:0055118; GO:0061178; GO:0070062; GO:0086004; GO:0140297; GO:0140311; GO:0140416; GO:1901077; GO:1901844,chromaffin granule membrane [GO:0042584]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; sarcoplasmic reticulum membrane [GO:0033017]; Z disc [GO:0030018],calcium ion binding [GO:0005509]; DNA-binding transcription factor binding [GO:0140297]; protease binding [GO:0002020]; protein heterodimerization activity [GO:0046982]; protein sequestering activity [GO:0140311]; transcription regulator inhibitor activity [GO:0140416],Sorcin
Pocillopora_acuta_HIv2___TS.g10097.t2,SLC,,Q6GNV7,7.1e-67,Solute carrier family 49 member 4 homolog (Disrupted in renal carcinoma protein 2 homolog),pyridoxine transport [GO:0031923],GO:0005765; GO:0016020; GO:0022857; GO:0031923; GO:0043231,intracellular membrane-bounded organelle [GO:0043231]; lysosomal membrane [GO:0005765]; membrane [GO:0016020],transmembrane transporter activity [GO:0022857],Solute carrier family 49 member 4 homolog
Pocillopora_acuta_HIv2___TS.g10616.t1,SLC,,P31646,0,Sodium- and chloride-dependent GABA transporter 2 (GAT-2) (Solute carrier family 6 member 13),amino acid import across plasma membrane [GO:0089718]; amino acid transport [GO:0006865]; creatine transmembrane transport [GO:0015881]; gamma-aminobutyric acid import [GO:0051939]; monocarboxylic acid transport [GO:0015718]; neurotransmitter transport [GO:0006836]; nitrogen compound transport [GO:0071705]; sodium ion transmembrane transport [GO:0035725]; taurine transmembrane transport [GO:0015734],GO:0005283; GO:0005308; GO:0005332; GO:0005368; GO:0005369; GO:0005886; GO:0006836; GO:0006865; GO:0008028; GO:0015171; GO:0015185; GO:0015718; GO:0015734; GO:0015881; GO:0016323; GO:0016597; GO:0035725; GO:0042995; GO:0051939; GO:0071705; GO:0089718,basolateral plasma membrane [GO:0016323]; cell projection [GO:0042995]; plasma membrane [GO:0005886],amino acid binding [GO:0016597]; amino acid transmembrane transporter activity [GO:0015171]; amino acid:sodium symporter activity [GO:0005283]; creatine transmembrane transporter activity [GO:0005308]; gamma-aminobutyric acid transmembrane transporter activity [GO:0015185]; gamma-aminobutyric acid:sodium:chloride symporter activity [GO:0005332]; monocarboxylic acid transmembrane transporter activity [GO:0008028]; taurine transmembrane transporter activity [GO:0005368]; taurine:sodium symporter activity [GO:0005369],Sodium- and chloride-dependent GABA transporter 2
Pocillopora_acuta_HIv2___TS.g10619.t1,SLC,,Q6DCE3,8.08e-163,"Proton-coupled zinc antiporter SLC30A9, mitochondrial (Solute carrier family 30 member 9) (Zinc transporter 9) (ZnT-9)",intracellular zinc ion homeostasis [GO:0006882]; regulation of mitochondrion organization [GO:0010821]; zinc ion transport [GO:0006829],GO:0005385; GO:0005634; GO:0005783; GO:0006829; GO:0006882; GO:0010821; GO:0015297; GO:0031410; GO:0031966,cytoplasmic vesicle [GO:0031410]; endoplasmic reticulum [GO:0005783]; mitochondrial membrane [GO:0031966]; nucleus [GO:0005634],antiporter activity [GO:0015297]; zinc ion transmembrane transporter activity [GO:0005385],"Proton-coupled zinc antiporter SLC30A9, mitochondrial"
